source_soil_id,source_weather_id,quality_tier,source_dataset,join_method,label_confidence,feature_confidence,crop
SHC_MH_018427,IMD_GRID_018427,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018428,IMD_GRID_018428,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018429,IMD_GRID_018429,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018430,IMD_GRID_018430,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018431,IMD_GRID_018431,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018432,IMD_GRID_018432,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_018433,IMD_GRID_018433,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018434,IMD_GRID_018434,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018435,IMD_GRID_018435,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018436,IMD_GRID_018436,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018437,IMD_GRID_018437,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,rice
SHC_MH_018438,IMD_GRID_018438,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018439,IMD_GRID_018439,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018440,IMD_GRID_018440,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018441,IMD_GRID_018441,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018442,IMD_GRID_018442,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018443,IMD_GRID_018443,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018444,IMD_GRID_018444,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018445,IMD_GRID_018445,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018446,IMD_GRID_018446,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018447,IMD_GRID_018447,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018448,IMD_GRID_018448,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018449,IMD_GRID_018449,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018450,IMD_GRID_018450,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018451,IMD_GRID_018451,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018452,IMD_GRID_018452,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018453,IMD_GRID_018453,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018454,IMD_GRID_018454,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018455,IMD_GRID_018455,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018456,IMD_GRID_018456,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018457,IMD_GRID_018457,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018458,IMD_GRID_018458,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018459,IMD_GRID_018459,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018460,IMD_GRID_018460,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018461,IMD_GRID_018461,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018462,IMD_GRID_018462,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018463,IMD_GRID_018463,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018464,IMD_GRID_018464,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018465,IMD_GRID_018465,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018466,IMD_GRID_018466,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018467,IMD_GRID_018467,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,wheat
SHC_MH_018468,IMD_GRID_018468,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018469,IMD_GRID_018469,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018470,IMD_GRID_018470,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018471,IMD_GRID_018471,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018472,IMD_GRID_018472,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018473,IMD_GRID_018473,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018474,IMD_GRID_018474,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018475,IMD_GRID_018475,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018476,IMD_GRID_018476,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018477,IMD_GRID_018477,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018478,IMD_GRID_018478,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018479,IMD_GRID_018479,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018480,IMD_GRID_018480,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018481,IMD_GRID_018481,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018482,IMD_GRID_018482,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018483,IMD_GRID_018483,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018484,IMD_GRID_018484,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018485,IMD_GRID_018485,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018486,IMD_GRID_018486,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018487,IMD_GRID_018487,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018488,IMD_GRID_018488,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018489,IMD_GRID_018489,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018490,IMD_GRID_018490,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018491,IMD_GRID_018491,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018492,IMD_GRID_018492,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018493,IMD_GRID_018493,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018494,IMD_GRID_018494,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018495,IMD_GRID_018495,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018496,IMD_GRID_018496,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018497,IMD_GRID_018497,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018498,IMD_GRID_018498,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018499,IMD_GRID_018499,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018500,IMD_GRID_018500,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018501,IMD_GRID_018501,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018502,IMD_GRID_018502,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018503,IMD_GRID_018503,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018504,IMD_GRID_018504,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018505,IMD_GRID_018505,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018506,IMD_GRID_018506,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018507,IMD_GRID_018507,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018508,IMD_GRID_018508,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018509,IMD_GRID_018509,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018510,IMD_GRID_018510,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018511,IMD_GRID_018511,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018512,IMD_GRID_018512,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018513,IMD_GRID_018513,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018514,IMD_GRID_018514,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018515,IMD_GRID_018515,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018516,IMD_GRID_018516,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018517,IMD_GRID_018517,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018518,IMD_GRID_018518,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_018519,IMD_GRID_018519,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018520,IMD_GRID_018520,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018521,IMD_GRID_018521,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018522,IMD_GRID_018522,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_018523,IMD_GRID_018523,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018524,IMD_GRID_018524,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018525,IMD_GRID_018525,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018526,IMD_GRID_018526,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018527,IMD_GRID_018527,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018528,IMD_GRID_018528,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018529,IMD_GRID_018529,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018530,IMD_GRID_018530,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018531,IMD_GRID_018531,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018532,IMD_GRID_018532,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018533,IMD_GRID_018533,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_018534,IMD_GRID_018534,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018535,IMD_GRID_018535,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018536,IMD_GRID_018536,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018537,IMD_GRID_018537,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018538,IMD_GRID_018538,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018539,IMD_GRID_018539,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,groundnut
SHC_MH_018540,IMD_GRID_018540,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018541,IMD_GRID_018541,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018542,IMD_GRID_018542,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018543,IMD_GRID_018543,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018544,IMD_GRID_018544,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,wheat
SHC_MH_018545,IMD_GRID_018545,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018546,IMD_GRID_018546,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018547,IMD_GRID_018547,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_018548,IMD_GRID_018548,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_018549,IMD_GRID_018549,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_018550,IMD_GRID_018550,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018551,IMD_GRID_018551,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_018552,IMD_GRID_018552,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,soyabean
SHC_MH_018553,IMD_GRID_018553,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,groundnut
SHC_MH_018554,IMD_GRID_018554,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018555,IMD_GRID_018555,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_018556,IMD_GRID_018556,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018557,IMD_GRID_018557,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018558,IMD_GRID_018558,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018559,IMD_GRID_018559,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018560,IMD_GRID_018560,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018561,IMD_GRID_018561,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018562,IMD_GRID_018562,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018563,IMD_GRID_018563,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018564,IMD_GRID_018564,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018565,IMD_GRID_018565,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018566,IMD_GRID_018566,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018567,IMD_GRID_018567,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018568,IMD_GRID_018568,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018569,IMD_GRID_018569,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,wheat
SHC_MH_018570,IMD_GRID_018570,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018571,IMD_GRID_018571,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018572,IMD_GRID_018572,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018573,IMD_GRID_018573,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018574,IMD_GRID_018574,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018575,IMD_GRID_018575,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018576,IMD_GRID_018576,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018577,IMD_GRID_018577,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018578,IMD_GRID_018578,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018579,IMD_GRID_018579,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018580,IMD_GRID_018580,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018581,IMD_GRID_018581,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018582,IMD_GRID_018582,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018583,IMD_GRID_018583,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
SHC_MH_018584,IMD_GRID_018584,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018585,IMD_GRID_018585,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018586,IMD_GRID_018586,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018587,IMD_GRID_018587,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018588,IMD_GRID_018588,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018589,IMD_GRID_018589,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018590,IMD_GRID_018590,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018591,IMD_GRID_018591,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,banana
SHC_MH_018592,IMD_GRID_018592,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018593,IMD_GRID_018593,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018594,IMD_GRID_018594,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018595,IMD_GRID_018595,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018596,IMD_GRID_018596,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018597,IMD_GRID_018597,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,cotton
SHC_MH_018598,IMD_GRID_018598,SILVER,Maharashtra Soil Health Cards + IMD Weather Alignment,Geospatial Climate-Soil Alignment,0.85,0.92,pomegranate
